param,param_mean,group,hdi_low,hdi_high,param_std
mu_Arew,0.37517981837376274,control,-0.09441659441488481,0.21305578967805539,0.06985953432466153
mu_Arew,0.3321606950626239,patient,-0.09441659441488481,0.21305578967805539,0.05342266248818069
mu_Arew,0.37517981837376274,control,-0.09441659441488481,0.21305578967805539,0.06985953432466153
mu_Arew,0.3321606950626239,patient,-0.09441659441488481,0.21305578967805539,0.05342266248818069
mu_Arew,0.2922115400529055,control,-0.20116874224127618,0.0041963728246314225,0.06295934619167119
mu_Arew,0.3683944428222096,patient,-0.20116874224127618,0.0041963728246314225,0.036783869804006775
mu_Arew,0.37517981837376274,control,-0.10167792688393679,0.142791587017441,0.06985953432466153
mu_Arew,0.3683944428222096,patient,-0.10167792688393679,0.142791587017441,0.036783869804006775
mu_Arew,0.37517981837376274,control,-0.2771092589845755,0.0780367016752867,0.06985953432466153
mu_Arew,0.4694689978012575,patient,-0.2771092589845755,0.0780367016752867,0.05410070450826943
mu_Arew,0.37517981837376274,control,-0.10167792688393679,0.142791587017441,0.06985953432466153
mu_Arew,0.3683944428222096,patient,-0.10167792688393679,0.142791587017441,0.036783869804006775
mu_Arew,0.2922115400529055,control,-0.20116874224127618,0.0041963728246314225,0.06295934619167119
mu_Arew,0.3683944428222096,patient,-0.20116874224127618,0.0041963728246314225,0.036783869804006775
mu_Arew,0.35880407710986234,control,-0.2576135878299005,0.10560590084094618,0.0741291231395426
mu_Arew,0.4694689978012575,patient,-0.2576135878299005,0.10560590084094618,0.05410070450826943
mu_Arew,0.2922115400529055,control,-0.15870408287547122,0.09076828842689533,0.06295934619167119
mu_Arew,0.3321606950626239,patient,-0.15870408287547122,0.09076828842689533,0.05342266248818069
mu_Arew,0.2922115400529055,control,-0.15870408287547122,0.09076828842689533,0.06295934619167119
mu_Arew,0.3321606950626239,patient,-0.15870408287547122,0.09076828842689533,0.05342266248818069
mu_Arew,0.37517981837376274,control,-0.09441659441488481,0.21305578967805539,0.06985953432466153
mu_Arew,0.3321606950626239,patient,-0.09441659441488481,0.21305578967805539,0.05342266248818069
mu_Arew,0.37517981837376274,control,-0.2771092589845755,0.0780367016752867,0.06985953432466153
mu_Arew,0.4694689978012575,patient,-0.2771092589845755,0.0780367016752867,0.05410070450826943
mu_Arew,0.2922115400529055,control,-0.20116874224127618,0.0041963728246314225,0.06295934619167119
mu_Arew,0.3683944428222096,patient,-0.20116874224127618,0.0041963728246314225,0.036783869804006775
mu_Arew,0.37517981837376274,control,-0.10167792688393679,0.142791587017441,0.06985953432466153
mu_Arew,0.3683944428222096,patient,-0.10167792688393679,0.142791587017441,0.036783869804006775
mu_Arew,0.37517981837376274,control,-0.09441659441488481,0.21305578967805539,0.06985953432466153
mu_Arew,0.3321606950626239,patient,-0.09441659441488481,0.21305578967805539,0.05342266248818069
mu_Arew,0.2922115400529055,control,-0.20116874224127618,0.0041963728246314225,0.06295934619167119
mu_Arew,0.3683944428222096,patient,-0.20116874224127618,0.0041963728246314225,0.036783869804006775
mu_Arew,0.37517981837376274,control,-0.09441659441488481,0.21305578967805539,0.06985953432466153
mu_Arew,0.3321606950626239,patient,-0.09441659441488481,0.21305578967805539,0.05342266248818069
mu_Arew,0.2922115400529055,control,-0.15870408287547122,0.09076828842689533,0.06295934619167119
mu_Arew,0.3321606950626239,patient,-0.15870408287547122,0.09076828842689533,0.05342266248818069
mu_Arew,0.37517981837376274,control,-0.10167792688393679,0.142791587017441,0.06985953432466153
mu_Arew,0.3683944428222096,patient,-0.10167792688393679,0.142791587017441,0.036783869804006775
mu_Arew,0.37517981837376274,control,-0.10167792688393679,0.142791587017441,0.06985953432466153
mu_Arew,0.3683944428222096,patient,-0.10167792688393679,0.142791587017441,0.036783869804006775
