mu_Arew,mu_Apun,mu_R,mu_P,mu_xi
0.3298468799360612,0.658367303918954,8.374370713354399,11.620106160738013,0.012738265042660358
0.3528352084786894,0.5835014565537818,9.416998830998686,8.68376592934739,0.006058471651883703
0.363202956281714,0.5653134947021896,8.800531671426777,8.281433879412356,0.006757069894218315
0.2635509460450154,0.5152511507733042,11.006451760381937,13.062392403386504,0.01794726068261935
0.3838205708298082,0.6079259820670054,12.069850420555529,13.380910302787159,0.04119752660103752
0.344321517669249,0.6150440512974041,11.247647676957154,15.57694477423474,0.02039043207839107
0.3736671307566676,0.5792360452427352,11.169181281693033,12.245400627440587,0.03328646287309034
0.3084238178219386,0.5437184170544086,11.070097692056208,12.94677154319833,0.02511124377206285
0.4388180071506164,0.45861653810335945,9.645082504248258,12.32072648613314,0.023728878612780026
0.36895839427660243,0.546876630436107,11.836224783257022,13.4633641603648,0.0634675989572235
0.5465847924224522,0.5712516339384224,12.483298611268426,11.118830324586026,0.012730650777344109
0.49380436579426856,0.7190027744837437,7.809376883343566,14.325492833180272,0.0264952906709645
0.45937296844071723,0.6190026957786973,8.453086072670255,13.60502787019344,0.036378618180284816
0.4735683781405249,0.6403731428010022,9.645661670168128,12.660869783155647,0.07031347248392653
0.2976780113720796,0.4812280951052381,10.922611663338342,12.258869266962984,0.006939509345927848
0.336002361668723,0.6549778004704382,9.835536900519056,12.165000767980363,0.06264003536231823
0.3593885061669843,0.49113965048377806,11.867952587152471,14.189977634644341,0.023527078513848162
0.32404853685390417,0.5657216696714477,10.306394662157613,13.840850752461968,0.006991137433933001
0.3339478686070677,0.5530623515041417,8.568503478700654,15.084708689094763,0.004918274225070117
0.35175514876217145,0.63418277581794,13.388326046237525,15.298369032444333,0.06295341261126462
