mu_Arew,mu_Apun,mu_R,mu_P,mu_xi
0.33450457795132843,0.6558782122819905,9.214871054596854,9.10836330343992,0.059802554286684094
0.3599308958825535,0.6714461636732675,9.585701969906653,9.14982075246659,0.06589605562138168
0.34888966477750916,0.610626611763924,10.035263417272535,13.541696477374142,0.06852023169781167
0.34060055107962744,0.7433852872076739,10.888647215804275,13.404913436366872,0.13776238475470987
0.29893475623605353,0.5704345691623282,11.403864714096686,11.413891129730956,0.06233606359119684
0.34852265604679467,0.6433063341121897,12.123957430742937,15.332395875540755,0.09494394705729549
0.26408441816957706,0.6121504459574048,12.912191771975476,16.808439975808152,0.1321980511911993
0.2496391626538185,0.6472014553398974,12.744683788683208,14.85577219450485,0.1551257752144427
0.3865441114663667,0.6542830402139667,13.583832595120617,15.50677346034438,0.08752871789824052
0.2854086969619186,0.6373029350405562,10.111521729853624,11.107028870927849,0.0708176618614308
0.32038532758709276,0.6342730622389953,10.952082107937477,13.692749930574433,0.06750855184826303
0.3493725845583896,0.7297438512997616,9.993948850425506,12.308197796191415,0.06030214377694118
0.28904235857082194,0.627410518904161,15.121852293086599,15.366721649250243,0.0735729111099353
0.28964583687862,0.5895294050388754,12.502156405149382,14.131565589674691,0.06692519658154832
0.28761587618839846,0.5922326063723039,10.994940956322559,12.019341912420396,0.11201960485298323
0.24348419031146282,0.5838750552158811,10.887918651476719,12.846217008926379,0.10144243824118854
0.3185826774205997,0.5458965989919918,10.79076465138605,12.398053482524471,0.09157231777236197
0.31847076062769153,0.5515186864946588,11.98152095131147,13.950187865797451,0.11625025997460202
0.3966604031144996,0.7660172553389819,11.907295711291633,16.2402036352635,0.11271001713925327
0.31231726212401756,0.7100259582345537,14.564182685009047,13.751637597504338,0.1367103693461035
