mu_Arew,mu_Apun,mu_R,mu_P,mu_xi
0.29400376934861194,0.5110699132337564,13.05203238146216,12.539255888136,0.050211981759024076
0.3498906530403073,0.49218461760628457,9.204194338858239,9.422818019445302,0.02192567678315892
0.3525449223921438,0.5882434285421219,8.297151084428503,9.040339164979345,0.002632833482270229
0.34128848318013694,0.5536634239132022,9.760745805050602,8.827422740229437,0.000895353718654438
0.2835699608190565,0.5774936808351488,7.304729764317732,8.675129600202412,0.005117261016822175
0.3561644680012561,0.6837184382987477,9.996855163958935,10.994828318455792,0.0006269064344460552
0.35207499782136037,0.7310970049553656,9.715098946838532,9.804769495567879,0.0035279316993353823
0.3494627066355651,0.67602375840538,12.799255305818988,17.04531464071165,0.07524686277125178
0.20710772841264227,0.6673429810821198,11.75550682855785,18.93539351517403,0.017249629913281085
0.2003133078621138,0.6505104377216192,10.554793793539515,19.36309345272964,0.02157524719783631
0.20158507094635927,0.6616746170711703,10.68771148918915,19.13233733027405,0.026083925330610925
0.20158507094635927,0.6616746170711703,10.68771148918915,19.13233733027405,0.026083925330610925
0.18754108478601958,0.6049416967930588,10.024275137992069,15.675367127507547,0.03654634512209669
0.2513930263734552,0.6299170038156889,9.790308063267908,8.345343915627563,0.06021052611036237
0.3203874980326337,0.5619459937069403,10.74513862146248,13.50273426297777,0.018463359715329638
0.3851050240789895,0.6082405602640396,10.513992280762064,11.451229633421002,0.08215425334125057
0.26614417190893297,0.5926113552768326,9.079354322762804,9.574898574824896,0.0029593356949113533
0.2738125958319228,0.5519930708514151,8.515644434873852,7.8607117539316365,0.0013212369186410117
0.3375523034445664,0.638248289083941,9.028648506788935,7.052861363107981,0.04565899720569312
0.33270395719567775,0.5824662765447907,9.143330795762967,8.022906521374054,0.010177062305925912
