subjID,group,total,avg_rt,std_rt,Arew_mean,Arew_std,Apun_mean,Apun_std,R_mean,R_std,P_mean,P_std,xi_mean,xi_std,d_mean,d_std
1,A,126.0,0.28463749999999993,0.13447387389532833,0.45625565583851857,0.10338834254759643,0.041714240501440916,0.0270703416339348,19.358318007403767,5.525140810049713,17.31648133882878,6.125018164984923,0.11580123618986655,0.04877371180850399,0.7748467186759753,0.1392221446314078
