subjID,group,total,avg_rt,std_rt,Arew_mean,Arew_std,Apun_mean,Apun_std,R_mean,R_std,P_mean,P_std,xi_mean,xi_std,d_mean,d_std
2,B,116.0,0.48602375000000003,0.238857238870706,0.6667749779555453,0.09540341038749223,0.10708215035325228,0.06934481873993915,18.934816703059937,5.756396029435134,19.471326301175324,5.497396192224264,0.0679611945239721,0.03871272825057095,0.48107618818135356,0.08791790065449163
