param,param_mean,group,hdi_low,hdi_high,param_std
mu_Arew,0.49297460340271493,A,-0.4437645934016242,0.2102803715474756,0.12605775417736392
mu_Arew,0.6594597504853968,B,-0.4437645934016242,0.2102803715474756,0.11663922790885312
mu_Apun,0.040191142259929064,A,-0.25034115328388573,0.0886814484355925,0.03675783980565047
mu_Apun,0.11712647417732777,B,-0.25034115328388573,0.0886814484355925,0.07940113715594557
mu_R,17.82661866522203,A,-14.98209267851622,14.997690633480664,5.715259412189827
mu_R,18.73341317875871,B,-14.98209267851622,14.997690633480664,5.8275113754831525
mu_P,13.74109867132395,A,-19.698682183009552,8.804510810192728,5.177023308166734
mu_P,19.268119168099695,B,-19.698682183009552,8.804510810192728,5.820258700700163
mu_xi,0.12320910340667894,A,-0.10493998732306681,0.21413029812368,0.06394965214217593
mu_xi,0.08020479108103803,B,-0.10493998732306681,0.21413029812368,0.056303410847357904
mu_d,0.791252547566009,A,-0.049639178697064135,0.6486001945926512,0.1476061820099143
mu_d,0.4866912314827377,B,-0.049639178697064135,0.6486001945926512,0.11257756332844307
