subjID	trial	choice	gain	loss
0	0	1	1	0
0	1	1	1	0
0	2	1	0	0
0	3	1	1	0
0	4	1	0	0
0	5	1	0	0
0	6	1	1	0
0	7	1	0	0
0	8	1	0	0
0	9	1	0	0
0	10	2	0	0
0	11	2	1	0
0	12	2	0	0
0	13	2	0	0
0	14	2	1	0
0	15	2	0	0
0	16	2	0	0
0	17	1	1	-1
0	18	3	0	0
0	19	2	0	0
0	20	2	0	-1
0	21	1	0	0
0	22	1	0	-1
0	23	3	0	0
0	24	3	0	0
0	25	1	0	0
0	26	2	0	0
0	27	2	1	0
0	28	2	0	-1
0	29	3	0	0
0	30	3	0	0
0	31	3	1	0
0	32	3	1	0
0	33	3	0	-1
0	34	2	0	0
0	35	3	0	0
0	36	2	1	0
0	37	2	1	0
0	38	2	1	0
0	39	2	0	0
0	40	1	0	0
0	41	2	0	0
0	42	2	0	0
0	43	2	1	-1
0	44	1	0	0
0	45	1	1	0
0	46	1	0	-1
0	47	2	0	-1
0	48	1	0	0
0	49	3	0	0
0	50	1	0	0
0	51	1	0	0
0	52	2	0	-1
0	53	3	0	0
0	54	1	0	0
0	55	2	0	0
0	56	2	0	-1
0	57	3	0	-1
0	58	1	0	-1
0	59	3	0	0
0	60	2	0	0
0	61	1	1	0
0	62	1	0	0
0	63	1	0	0
0	64	3	1	0
0	65	3	0	0
0	66	3	1	0
0	67	3	1	0
0	68	3	1	0
0	69	3	0	0
0	70	3	0	0
0	71	3	1	0
0	72	3	1	0
0	73	3	0	0
0	74	3	0	0
0	75	3	0	0
0	76	3	0	-1
0	77	2	0	0
0	78	1	0	-1
0	79	2	0	0
0	80	3	0	0
0	81	3	0	0
0	82	2	0	0
0	83	2	0	0
0	84	1	0	0
0	85	1	0	0
0	86	1	0	0
0	87	3	0	0
0	88	1	0	0
0	89	2	0	0
0	90	1	1	-1
0	91	3	0	0
0	92	3	1	0
0	93	3	0	0
0	94	3	0	0
0	95	3	0	0
0	96	2	0	0
0	97	2	0	0
0	98	1	0	0
0	99	1	1	0
0	100	1	0	0
0	101	3	0	0
0	102	3	0	0
0	103	1	0	-1
0	104	3	0	0
0	105	2	1	0
0	106	2	0	0
0	107	2	0	0
0	108	2	0	0
0	109	2	0	-1
0	110	1	0	0
0	111	1	0	0
0	112	1	0	0
0	113	3	0	-1
0	114	1	0	0
0	115	1	1	0
0	116	1	1	0
0	117	1	1	0
0	118	1	0	0
0	119	1	0	-1
0	120	2	0	0
0	121	3	0	0
0	122	3	1	0
0	123	2	0	0
0	124	3	1	0
0	125	3	0	-1
0	126	1	0	-1
0	127	2	0	-1
0	128	3	1	0
0	129	3	0	0
0	130	3	0	0
0	131	3	0	0
0	132	3	0	0
0	133	3	1	0
0	134	3	1	0
0	135	3	1	0
0	136	3	0	0
0	137	3	0	-1
0	138	2	0	0
0	139	3	0	0
0	140	3	1	0
0	141	3	0	0
0	142	2	0	0
0	143	3	1	0
0	144	3	0	0
0	145	3	0	0
0	146	3	0	0
0	147	3	0	0
0	148	1	0	0
0	149	3	0	0
0	150	1	0	0
0	151	3	0	0
0	152	3	1	0
0	153	3	1	0
0	154	3	0	0
0	155	3	0	-1
0	156	2	1	0
0	157	2	1	-1
0	158	1	0	0
0	159	1	0	0
1	0	2	0	0
1	1	3	1	0
1	2	3	0	-1
1	3	1	0	0
1	4	1	1	0
1	5	1	0	0
1	6	3	1	0
1	7	3	0	0
1	8	3	1	0
1	9	3	0	0
1	10	3	0	0
1	11	3	0	0
1	12	2	0	0
1	13	1	0	0
1	14	1	0	0
1	15	3	1	0
1	16	2	0	0
1	17	3	0	-1
1	18	1	0	0
1	19	2	1	0
1	20	2	0	0
1	21	2	0	0
1	22	1	0	-1
1	23	2	0	0
1	24	3	0	0
1	25	3	0	0
1	26	1	0	0
1	27	2	0	0
1	28	2	1	0
1	29	2	1	0
1	30	2	1	0
1	31	2	0	0
1	32	2	0	-1
1	33	3	1	0
1	34	3	0	0
1	35	3	1	-1
1	36	1	0	0
1	37	2	1	0
1	38	2	0	0
1	39	2	0	0
1	40	1	1	0
1	41	1	1	0
1	42	3	0	0
1	43	1	0	0
1	44	1	0	0
1	45	3	0	0
1	46	1	0	-1
1	47	2	0	0
1	48	3	0	0
1	49	2	0	-1
1	50	3	1	0
1	51	3	0	0
1	52	3	0	0
1	53	3	0	0
1	54	3	0	0
1	55	3	0	0
1	56	1	0	0
1	57	2	0	0
1	58	3	0	0
1	59	2	0	0
1	60	2	0	0
1	61	1	1	0
1	62	1	0	0
1	63	1	0	-1
1	64	3	0	0
1	65	2	1	0
1	66	2	0	0
1	67	2	0	0
1	68	3	1	0
1	69	2	0	0
1	70	2	0	0
1	71	1	0	0
1	72	2	0	0
1	73	2	1	0
1	74	2	0	0
1	75	3	1	0
1	76	3	0	-1
1	77	2	0	0
1	78	1	0	0
1	79	2	0	-1
1	80	1	0	-1
1	81	2	0	0
1	82	3	0	0
1	83	3	0	0
1	84	2	0	0
1	85	3	0	-1
1	86	1	0	0
1	87	3	0	0
1	88	3	0	0
1	89	3	0	0
1	90	3	0	0
1	91	3	0	-1
1	92	1	0	0
1	93	1	0	-1
1	94	2	1	0
1	95	2	0	0
1	96	3	0	0
1	97	3	0	0
1	98	2	1	0
1	99	2	0	0
1	100	2	0	0
1	101	2	0	0
1	102	2	0	0
1	103	1	1	0
1	104	1	0	0
1	105	1	0	-1
1	106	3	0	0
1	107	2	0	0
1	108	2	0	0
1	109	3	0	0
1	110	1	1	0
1	111	1	0	0
1	112	1	0	0
1	113	2	0	0
1	114	3	0	0
1	115	1	1	0
1	116	1	0	0
1	117	1	0	0
1	118	1	0	0
1	119	1	0	0
1	120	1	0	0
1	121	1	0	-1
1	122	3	0	0
1	123	1	0	0
1	124	2	0	0
1	125	2	0	0
1	126	3	1	0
1	127	3	0	0
1	128	1	0	0
1	129	2	0	0
1	130	2	0	-1
1	131	3	1	0
1	132	3	1	0
1	133	3	0	0
1	134	3	0	0
1	135	3	0	0
1	136	3	0	0
1	137	3	0	0
1	138	2	0	0
1	139	1	1	-1
1	140	2	0	0
1	141	3	0	0
1	142	3	1	-1
1	143	2	0	0
1	144	1	1	0
1	145	1	1	0
1	146	1	0	0
1	147	1	0	0
1	148	1	1	0
1	149	1	0	0
1	150	1	1	0
1	151	1	0	0
1	152	1	1	0
1	153	1	0	0
1	154	1	0	0
1	155	1	0	0
1	156	3	0	0
1	157	3	0	0
1	158	1	0	0
1	159	1	0	0
2	0	3	1	0
2	1	3	0	-1
2	2	1	1	-1
2	3	2	0	0
2	4	2	0	0
2	5	1	0	0
2	6	1	0	0
2	7	2	0	0
2	8	2	1	0
2	9	3	0	0
2	10	2	0	0
2	11	3	0	0
2	12	1	1	-1
2	13	3	0	0
2	14	2	0	0
2	15	3	1	0
2	16	2	0	0
2	17	3	0	0
2	18	3	0	0
2	19	3	0	0
2	20	3	0	0
2	21	1	1	0
2	22	1	0	0
2	23	3	1	0
2	24	3	0	0
2	25	1	0	0
2	26	1	0	-1
2	27	2	1	0
2	28	2	0	0
2	29	3	0	-1
2	30	2	1	-1
2	31	1	0	0
2	32	2	0	0
2	33	1	0	0
2	34	2	0	0
2	35	3	0	-1
2	36	2	0	0
2	37	1	1	0
2	38	1	0	0
2	39	1	0	-1
2	40	1	1	0
2	41	2	0	0
2	42	2	1	-1
2	43	1	0	0
2	44	1	1	-1
2	45	3	0	0
2	46	3	0	0
2	47	2	0	-1
2	48	3	0	0
2	49	1	0	-1
2	50	3	0	0
2	51	3	1	0
2	52	3	0	0
2	53	3	1	0
2	54	2	0	0
2	55	3	0	0
2	56	3	0	0
2	57	3	1	0
2	58	3	0	0
2	59	3	0	-1
2	60	1	0	-1
2	61	2	1	0
2	62	2	0	0
2	63	3	0	0
2	64	2	0	0
2	65	1	0	0
2	66	1	0	0
2	67	2	0	-1
2	68	1	0	-1
2	69	3	0	0
2	70	2	0	0
2	71	3	0	0
2	72	2	0	0
2	73	1	0	0
2	74	3	0	0
2	75	3	0	-1
2	76	1	0	0
2	77	3	0	0
2	78	2	0	0
2	79	1	0	0
2	80	3	0	0
2	81	3	0	0
2	82	3	0	-1
2	83	1	1	0
2	84	1	0	0
2	85	2	0	0
2	86	2	0	0
2	87	1	0	0
2	88	3	0	0
2	89	3	1	0
2	90	3	1	0
2	91	3	0	0
2	92	3	1	0
2	93	3	1	0
2	94	3	0	0
2	95	3	0	0
2	96	3	0	0
2	97	2	0	0
2	98	1	0	-1
2	99	3	0	0
2	100	2	0	0
2	101	3	0	0
2	102	2	1	-1
2	103	1	1	0
2	104	1	0	0
2	105	1	1	0
2	106	2	0	0
2	107	3	0	0
2	108	1	1	0
2	109	1	0	0
2	110	3	0	0
2	111	1	1	0
2	112	1	0	0
2	113	1	0	0
2	114	3	1	-1
2	115	1	0	0
2	116	1	0	0
2	117	2	0	-1
2	118	3	0	0
2	119	1	0	0
2	120	1	0	0
2	121	1	0	0
2	122	3	0	0
2	123	3	1	-1
2	124	2	0	0
2	125	2	1	0
2	126	2	0	0
2	127	2	0	-1
2	128	1	0	0
2	129	1	0	0
2	130	3	0	0
2	131	2	0	0
2	132	3	0	0
2	133	3	1	0
2	134	3	0	0
2	135	3	0	0
2	136	2	0	0
2	137	1	0	-1
2	138	2	0	0
2	139	2	1	0
2	140	2	0	0
2	141	3	0	0
2	142	1	1	0
2	143	2	0	0
2	144	1	0	0
2	145	1	1	-1
2	146	3	0	0
2	147	3	0	0
2	148	1	0	0
2	149	3	0	0
2	150	1	0	0
2	151	1	0	0
