mu_sigma_a,mu_sigma_n,mu_eta,mu_kappa,mu_beta,mu_bias
0.9810690054782928,0.03172883419815561,0.3625401418035155,0.5547123739121121,1.9961097819657607,0.2878609900301125
0.7430580504507782,0.08489045132367161,0.0021491384685122573,0.8394512619878636,1.2022727685690402,0.28629571613269994
0.672128233767642,0.026929056617192547,0.32337947292379343,0.9236279032610611,2.1894968540473987,0.3729369043585255
0.9926316936167603,0.07840096654797876,0.6838507991591283,0.7351349362838192,0.9194874343702403,0.26985841136069044
0.9948617123318115,0.07954412247096405,0.6442509262225777,0.6475973855019103,1.4824389606227184,0.35236438175892587
0.9705532263423085,0.2170358989045443,0.02391043304930227,0.79189918240748,1.0113125438204882,0.3324699457773643
0.7724206614517131,0.04424478451322371,0.9554541432277069,0.9523749984316086,1.3204327292872096,0.28819545210337816
0.9984341994956528,0.09066129234781674,0.4595112892140451,0.8173297108057437,1.0874491001052566,0.3368012206906937
0.8779127471873025,0.1521412878386074,0.7647044881751369,0.8257351165135938,2.0504482318283492,0.24243042333420356
0.9673938236275883,0.19015181374400905,0.010776511170288317,0.7885344286709358,0.9928739786795775,0.34097836706474277
0.7052793671237967,0.03196387523952472,0.9047022339662432,0.9536547167792192,1.462667426397746,0.3322984713934999
0.7042693643367073,0.07388363250023894,0.47254601481441905,0.9603814800698808,0.8832066999265188,0.3287024848018764
0.9984089335051011,0.07065536642114764,0.6293565149044081,0.9167547560723911,1.8600923439725805,0.20628780476012096
0.9434977967681224,0.3208455009064712,0.8819062397380385,0.8105994063555864,2.4327494219343166,0.27689663918387153
0.7432537777588709,0.025471390312811298,0.9116983030110241,0.9618028268190476,1.4721134233013689,0.2865480825174361
0.8448008566025275,0.0830604210962498,0.5576664362600536,0.7576945360070052,2.0071868429495248,0.2748573955039197
0.9528246058949363,0.06483468699457294,0.22818139173501006,0.39302071219550605,2.6418730802719352,0.025645153059820264
0.9080066307204879,0.19130229142725982,0.9287709076300542,0.5076011965871936,1.9886464556892776,0.17434493521645333
0.7432537777588709,0.025471390312811298,0.9116983030110241,0.9618028268190476,1.4721134233013689,0.2865480825174361
0.6701321477238283,0.03730328164607397,0.4659506922130968,0.544581021624944,2.748123870116056,0.13689547670447078
0.9637591578739698,0.03908260532450719,0.26201095632843896,0.47030890734619735,2.44426042350301,0.019619466778529666
0.3545324051405999,0.1353642314408442,0.7128831461748448,0.7115002952845746,1.9205948661403405,0.14526827873691117
0.8124680801365609,0.16517197362522823,0.47955539420965587,0.8829909509006244,2.313837146328505,0.21345874218893313
0.7298872971933521,0.04197800875237107,0.5090199831962475,0.3996497889160768,2.757571568274251,0.14829671438952235
0.8237121996001305,0.31794431640522514,0.28861426597596673,0.997362295264055,1.4947309375373141,0.4449868733975629
0.8235391255046208,0.018415948450749585,0.3478616601077576,0.9672136250129847,1.5863911300101308,0.2051368631794624
0.7987095127867158,0.1217576667658994,0.2157919779192244,0.9019964449367261,1.510472253589655,0.21773559006570153
0.9392207187757676,0.10858229917775311,0.3428428985352302,0.6574977996149384,2.438023214886361,0.2983217191056789
0.8575664033383981,0.15856413898753688,0.23419432428647774,0.9985170223517865,1.322108175733776,0.28778658049908507
0.7726300451354311,0.02293138013319333,0.313531026253006,0.9502161607324968,1.548439668407097,0.1661130389131925
0.7976171156477133,0.08003016651314034,0.3301364819182569,0.9177289308114507,1.5748915561009382,0.312717685400157
0.7335725105174192,0.10507181136607226,0.004303910290611181,0.8708900553703296,2.0741425775731748,0.4160417038648407
0.9511863135443475,0.2087918906927507,0.46269558056580407,0.9737463389406481,2.5039433076859465,0.29965052234249284
0.7520243920114654,0.020999901856359596,0.33604200309883125,0.9590522518393265,1.5814840633864495,0.17237536417723787
0.8633532101991904,0.12308145779089727,0.37948264672293597,0.90333620781624,2.0761198268160266,0.23200806613479524
0.6938254888868781,0.09490388298953624,0.05384829104153447,0.6607934611648792,1.7437169248408146,0.2335957052122051
0.600511116407043,0.0593080550723342,0.9597642683056621,0.5633300572727294,1.29083890813394,0.16914154687166288
0.898041699319027,0.039438616708304515,0.6311369037274206,0.9926331905027624,1.7837141001049783,0.42564381931199424
0.725193302108307,0.15530612517627107,0.5094918033467991,0.9554728934105827,2.554273455715959,0.3146316523143334
0.6146009100102195,0.11295261404923562,0.9986950163363174,0.883517940394827,2.910135367857047,0.46125537464769745
0.7534424844350885,0.06185190355073856,0.997119473039328,0.6675107684425092,1.1426135559477577,0.18259192977136385
0.6379703412265292,0.0833955869909632,0.7374489216798791,0.5653853609516457,2.231065057523985,0.22935040191284162
0.953120310448957,0.16048847361187066,0.16931313691020025,0.8646427186840907,1.4876575117612292,0.2569823147581758
0.6293185312300995,0.13630401628135816,0.9134009507338308,0.8636487380574511,2.094407069875517,0.5113895508389262
0.9820832301344266,0.13170236880857325,0.1451070502861809,0.9407250642439322,2.937620429235385,0.442215733554693
0.9413627753563109,0.093721935002657,0.7473374647692956,0.999864462835692,0.8887690594865255,0.24507446563913954
0.9921992437221645,0.061105647495818996,0.19660081038990243,0.883776947392162,2.0128920377371182,0.39111326520056633
0.6972287065088302,0.10528362788329673,0.5386660911263804,0.9525237818053794,1.5661675518480282,0.09373886168469912
0.9266875160803374,0.10584491351309015,0.4767650449095285,0.9953449408265036,2.2839596614082813,0.2113110105641101
0.4805804889944198,0.07243901343684625,0.9430905718584038,0.8568488488547967,0.7381926045496029,0.43851990091783
0.9253098561369608,0.039414519939260116,0.36822120114287615,0.555783592849694,1.5985995700879623,0.25834872169880896
0.4589449020813671,0.05080572869714654,0.5784561981971785,0.5571743310828283,2.362789034288535,0.3151458655710889
0.6464188892227932,0.10355870296145371,0.8730126766133686,0.9611336229034252,1.340912338330441,0.505694903689341
0.9738852448078483,0.12653470108847198,0.9140450703711679,0.9804981999122969,1.5220304767204365,0.38072054364841806
0.9365261470787858,0.1837356366175271,0.8881336988546217,0.9732503480448865,1.6035112470213981,0.11800584907582184
0.5537937328601277,0.08352431214544863,0.48119706819740926,0.4740418354350289,2.1869397889895827,0.3385520221705972
0.734167183696355,0.08457153587560083,0.9429344253987599,0.8099160934940441,0.9592179534430241,0.49696696063940704
0.9368838593936784,0.13074595978870063,0.8084870785142968,0.752173021445949,1.5098307861006224,0.44982995972717804
0.8603006864576492,0.07014722043055652,0.1332943106153212,0.9584809766950418,1.4998198643718463,0.3029864493193468
0.6013865191243224,0.062428596003245865,0.5128085851204233,0.6143569766656433,2.296805644424898,0.28484109583659956
0.7448991764505069,0.14623511369948047,0.9234584111369899,0.8115223510218097,0.8656515459988894,0.3789956331431234
0.9413363198977407,0.10967984396549763,0.7825869566201099,0.7655550101984477,1.567441305486745,0.4432966983841789
0.9284505150968927,0.04072755737313875,0.5726526169125068,0.8633112021826529,1.7051132463039078,0.5056490481042332
0.837666064903038,0.1015910231954221,0.7123773509035451,0.9213997588130173,1.265203163729355,0.30883907651352915
