subjID,group,total,avg_rt,std_rt,sigma_a_mean,sigma_a_std,sigma_n_mean,sigma_n_std,eta_mean,eta_std,kappa_mean,kappa_std,beta_mean,beta_std,bias_mean,bias_std
1,A,286.0,0.4864526315789473,0.4545707580476577,0.7943610206557067,0.14809949759173538,0.09884278062500192,0.04878927246010307,0.003078040833854713,0.003243569044572675,0.8506617001355993,0.13009763690483633,1.7699192242918895,0.37903939794601677,0.1717872625304432,0.109988319633362
