subjID,group,total,avg_rt,std_rt,sigma_a_mean,sigma_a_std,sigma_n_mean,sigma_n_std,eta_mean,eta_std,kappa_mean,kappa_std,beta_mean,beta_std,bias_mean,bias_std
2,B,190.0,0.4387473684210526,0.45478790819506537,0.8796510498642016,0.12817958772921134,0.07591722122065436,0.04938224525118232,0.7369330715777686,0.26215051759405333,0.8695326466237576,0.11116700109327557,1.6047925686273206,0.22626889924791854,0.27594710324336863,0.10097211249594548
