mu_sigma_a,mu_sigma_n,mu_eta,mu_kappa,mu_beta,mu_bias
0.8990054768213956,0.16805862874969932,0.0032172445752030746,0.9427052931773393,1.456725930228877,0.28584842288401785
0.9336526631034266,0.12814650456764204,0.0066140408364633585,0.7891581745330638,2.1901634665755347,0.17760209212508468
0.9170147413971036,0.05983864120398511,0.005864791100931751,0.9370401662660036,1.3227525291899962,0.2206713721733699
0.8745789418427075,0.10754249937676251,0.001043327780988801,0.7969886944543746,1.7046175886076251,0.15073117070783765
0.9471253149442114,0.06755381406888611,0.0010965162302631812,0.7679427362574996,1.6272068619460716,0.2312531550619893
0.7558017851195713,0.08894724614970692,0.002929772333279382,0.8723342356379427,1.422597903330419,0.22028893995903753
0.533996342734659,0.11045645348601921,0.00903387843774706,0.8782911947356878,1.4232498191792455,0.28272927768533923
0.8120007177373934,0.09625209515394734,0.003178292859734564,0.6085649208027419,1.8333340588764033,0.29075046143860717
0.9246757076347112,0.03978185454554037,0.0014768188877157399,0.6400237306370179,1.3697992221068642,0.21693913037746626
0.8127860179288066,0.13596727249985635,0.006442500398364836,0.7121343437302095,1.5031625590779725,0.2801892469777028
0.994206103033879,0.039722455422379434,0.0009215910519490521,0.6452989050974902,1.7169025712678572,0.20797099622429396
0.8734298805017128,0.1356031918689246,0.005871827086086532,0.6207569315675446,1.8725299190363551,0.2742622332170394
0.7691115947682854,0.15311279240324607,0.00012946052683736312,0.9134307981312352,1.7281820791202867,0.35179308752953836
0.8363209097230762,0.106760820214789,0.002660851384429827,0.8898424291113323,1.9210353646588665,0.220124542804087
0.33663356503262404,0.07199356726613951,0.01337491035773593,0.9835384389027506,1.2775413032058585,0.1976274671231436
0.8779009429600538,0.11180540728001855,0.004914436143913074,0.5357206590527669,1.7100039443522137,0.28567175855689037
0.8077751580124602,0.13053424841789052,0.00046265232090212413,0.9430502249191738,1.5012097307939911,0.20094503151421786
0.8595496956752545,0.03798766532216308,0.011765821327875401,0.7684334435062782,1.3238610646938236,0.24099999308850398
0.8683166881605894,0.10849885680803878,0.009876736006051568,0.9367977711743251,1.3014504346932978,0.34392656555165685
0.8721687568537753,0.1354560363246203,0.002537492636021965,0.5350392832395674,1.6741019551448901,0.2866763228741502
0.6900092480646641,0.14374936370558725,0.0014873805361068826,0.9883703934838043,1.6684888704138046,0.1990743665297124
0.8846370407713798,0.03878931761412995,0.005690486980199234,0.8825650352870297,0.8502982103249093,0.19234844610384846
0.8517885379086994,0.11177083231712785,0.013749151233172463,0.9659599607142266,1.5106740008997253,0.37155525811004675
0.9467309857843819,0.07776543270836396,0.0020775577658148545,0.7272806512489367,2.1623905162503334,0.22839298847026737
0.8308743975311853,0.17783313257920078,0.0026478764906675972,0.9058589321202618,1.5879508935175286,0.1610418248269983
0.9322963655728277,0.030554994426344333,0.0064051111272425245,0.9118151420807677,0.9201463922732325,0.18341983651468977
0.7642565886367545,0.1975142017762237,0.01365869845691126,0.8557362726833116,1.4017129846888146,0.3160626528951174
0.9373820035538231,0.033864971492202744,0.005405227053181811,0.6061877230441154,1.1680217990050532,0.21892227243575274
0.9463796109261207,0.08756809962019396,0.006603731304070676,0.972566902071107,0.869295559764559,0.1468494952362515
0.9772985709672343,0.04388189621751502,0.011065102733025673,0.8932121186288102,1.33547548568882,0.15970842149201658
0.7008233242484111,0.07901298950517287,0.0011961446383985126,0.6170709655541011,2.1999037306241624,0.13413789364890033
