param,param_mean,hdi_low,hdi_high,param_std
mu_sigma_a,0.8296058201460261,0.5765078431635141,0.9992010098035548,0.13472999643092848
mu_sigma_n,0.10501054255882082,0.0251868549697649,0.2078573923893288,0.055368404109904554
mu_eta,0.006407006656672052,4.46772981963723e-06,0.0143042517267835,0.012526236660688542
mu_kappa,0.815308668176293,0.5921546694113574,0.9997685419120772,0.1307876581886892
mu_beta,1.6622408852096897,0.9462217975807984,2.4039041622000754,0.38764605137984903
mu_bias,0.215093593680976,0.0537690481495765,0.3718272490444839,0.08606695489144817
