mu_sigma_a,mu_sigma_n,mu_eta,mu_kappa,mu_beta,mu_bias
0.9865433170537377,0.02545493505548114,0.007307971331894465,0.843337697492249,1.5300571344460239,0.18143427846151583
0.8582242738142415,0.11243881724030588,0.00029349649635582566,0.9844046859215339,1.4616193487216322,0.18088350469041117
0.5328707707996363,0.04136932393112623,0.007001018649968484,0.7808903696581142,2.4166704437340027,0.01342093287475218
0.9926318637209511,0.053416033314759054,0.00017571756895148414,0.8482482171736314,1.2943140999669647,0.1776492304879608
0.5110647613423522,0.10058069456972416,0.014979120409492938,0.6207397283398833,2.205517250923967,0.2978667530697201
0.45996387970909336,0.06175046720504188,0.0007709291363679716,0.9722677307219812,1.7262696362968941,0.09005762659886767
0.6356582308899636,0.04605000876651433,0.0034879269160582086,0.8162570559609077,2.2961371095962684,0.004384500722108394
0.4296562442787277,0.2276694696336553,0.0029943248217274114,0.907331374319127,2.8733619946030977,0.2064466310468447
0.9871970957661172,0.09506263856972798,0.008008558534515034,0.9073329418780256,1.7874041985904323,0.152707599826452
0.6858211820261705,0.020771437777109977,0.00125965355027128,0.9507764599171789,1.821405815011567,0.1173442703351557
0.9167395520468844,0.02961554008024286,0.0034756388409505345,0.8316139102778652,2.6899015201533594,0.002365454932726438
0.9975218779118935,0.09873591277437256,0.005941907601193089,0.9118819312085042,1.13522003675501,0.15953459577846357
0.9896150302492843,0.09898202354507818,0.0022321899089340802,0.9420624064776725,1.5858927545545887,0.12138986116155959
0.6800853966242001,0.20983079926831058,0.007691449926910899,0.698921091941463,2.010036136503249,0.022424756239106367
0.8999575820643677,0.02770441956454363,0.004108639537947275,0.8693104889920483,2.600674219093915,0.003849386307261471
0.9981891331163543,0.0375800596627252,0.007695762269717567,0.8773694150352825,1.5193423581177323,0.17727176731493494
0.40760293106353246,0.07207155692385661,0.002058104276444989,0.9453723873298222,3.032390303692419,0.11257535191337953
0.6404152079973232,0.15459423720378587,0.0024220328792811793,0.827352511927224,2.772705776515949,0.06349768875981447
0.8850634193189036,0.026280395232758505,0.005630758144915699,0.8776480183709727,2.758072712707524,0.004649052302054973
0.9964310960235296,0.032046252615990485,0.0023756612478444527,0.6997893280809415,1.4498041673140227,0.19414971609342258
0.9614592312219126,0.02025607190907605,0.0008591296150395097,0.8347614913500612,2.0027191051734055,0.13192074504479023
0.848939899409318,0.16259833097228524,0.0028755546988317726,0.7939289995241309,1.9511997315707272,0.13850990113127462
0.8850634193189036,0.026280395232758505,0.005630758144915699,0.8776480183709727,2.758072712707524,0.004649052302054973
0.7615274287043159,0.25572164996595453,0.0032782217050321546,0.8613899225696244,1.7540555056442708,0.18157312660474942
0.9659078628739098,0.037089802854271395,0.0026934575286547257,0.6070755393095686,1.722093194162968,0.17038228721758067
0.5815862775746048,0.05839922115506702,0.004308964505246237,0.8303265860439354,1.5012791274875725,0.12828589489246434
0.8850634193189036,0.026280395232758505,0.005630758144915699,0.8776480183709727,2.758072712707524,0.004649052302054973
0.8102158990060605,0.18463828069082705,0.0007547576465403421,0.6786445950744537,1.3529585006784626,0.25769600624594313
0.9417627126325219,0.1939813099224144,0.0008755857401818284,0.7972622648886601,1.8765366316599017,0.021576388492908823
0.9307303821991205,0.10813519688018085,0.0023538933907809984,0.820363887795857,1.3811778546774365,0.05182496563273688
0.8850634193189036,0.026280395232758505,0.005630758144915699,0.8776480183709727,2.758072712707524,0.004649052302054973
0.9019051826682198,0.2317850177472831,0.0027777138026941943,0.8082461833227547,2.1646139359563286,0.32723278479698437
0.6161779441606439,0.09676586237467089,0.0039468071011277426,0.8976894434387868,1.2512138597870028,0.22702952296045273
0.6056169190867726,0.060470945785382695,0.0032193318596122904,0.7830702558090682,2.104547362893933,0.22694295022209557
0.9250540618078661,0.0431955875043872,0.0013153424628104633,0.8663703768169362,1.9719134614008,0.003928050636482279
0.9037408461572155,0.20224830520043702,0.0019336415616321725,0.8572705953729448,1.875737270447639,0.15537694865416243
0.6325427750501307,0.11962192675147633,0.0020151264693248983,0.8766465065322551,1.3178627535723417,0.06701325990898942
0.631867109437042,0.050442410166603904,0.004561522487429747,0.774818364285922,2.2221373629082777,0.22549608861501852
0.711808971372469,0.14360980059752565,0.001151279142971587,0.8929916881621749,1.1331545934020437,0.10269645746321758
0.9361548731151096,0.07793817640123638,0.0026609762377154,0.6612380619210455,1.5812256651278387,0.11742779657008823
0.9928797371860718,0.12839648209164115,0.0008242951858595696,0.7325684602640022,2.087520385841909,0.17306051051803223
0.6021525460433844,0.06086307879621161,0.0036727855629401004,0.6819053355239546,2.312386973089921,0.2103920844758047
0.8174624751223883,0.04476082838080518,0.0013151780626599393,0.6273919130943391,1.7891130728767588,0.11272844683398993
0.9981634776265245,0.04014043802815377,0.011102092140467918,0.6757534824182789,1.8304544124843902,0.13734510538979364
0.8179154866670103,0.0609675587246743,0.007251335866752234,0.8019860563948947,2.7410515781205556,0.05184488550938494
0.8121565937765118,0.024568320746151874,0.005649206879644919,0.7771915640406547,1.6657198931313686,0.021996876014492642
0.591185870766435,0.039682648969368954,0.0047357932544435915,0.6700406398403018,2.344907702643539,0.1990340793789042
0.9917119797033724,0.11057602448939248,0.001908581383280874,0.8550894586943528,1.803140546515538,0.13895381946704333
