,parameter,significant_percent
0,mu_Arew,34.69387755102041
1,mu_Apun,55.10204081632652
2,mu_R,55.10204081632652
3,mu_P,20.408163265306122
4,mu_xi,42.857142857142854
5,mu_d,32.6530612244898
