param,param_mean,group,hdi_low,hdi_high,param_std
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.772192617001492,control,-0.2905791112387225,0.06132993068425174,0.07073264586886097
mu_Arew,0.9081834805565465,patient,-0.2905791112387225,0.06132993068425174,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.2905791112387225,0.06132993068425174,0.07073264586886097
mu_Arew,0.9081834805565465,patient,-0.2905791112387225,0.06132993068425174,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.2905791112387225,0.06132993068425174,0.07073264586886097
mu_Arew,0.9081834805565465,patient,-0.2905791112387225,0.06132993068425174,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.2905791112387225,0.06132993068425174,0.07073264586886097
mu_Arew,0.9081834805565465,patient,-0.2905791112387225,0.06132993068425174,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.772192617001492,control,-0.2905791112387225,0.06132993068425174,0.07073264586886097
mu_Arew,0.9081834805565465,patient,-0.2905791112387225,0.06132993068425174,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.5444662566793266,0.3240952033125378,0.2551324252760674
mu_Arew,0.8416394697984024,patient,-0.5444662566793266,0.3240952033125378,0.1103335616962144
mu_Arew,0.772192617001492,control,-0.2905791112387225,0.06132993068425174,0.07073264586886097
mu_Arew,0.9081834805565465,patient,-0.2905791112387225,0.06132993068425174,0.07420360925159829
mu_Arew,0.791806419158345,control,-0.6161203516032905,0.24676299397450951,0.2551324252760674
mu_Arew,0.9081834805565465,patient,-0.6161203516032905,0.24676299397450951,0.07420360925159829
mu_Arew,0.772192617001492,control,-0.28937781316666433,0.09663777694530284,0.07073264586886097
mu_Arew,0.8416394697984024,patient,-0.28937781316666433,0.09663777694530284,0.1103335616962144
mu_Apun,0.1805776359018678,control,-0.4425286048489596,0.379687330486284,0.24822972850391276
mu_Apun,0.33497547078805556,patient,-0.4425286048489596,0.379687330486284,0.08479807512153277
mu_Apun,0.1805776359018678,control,-0.4425286048489596,0.379687330486284,0.24822972850391276
mu_Apun,0.33497547078805556,patient,-0.4425286048489596,0.379687330486284,0.08479807512153277
mu_Apun,0.06784087455010836,control,-0.6026546538557347,-0.062021786764465195,0.043891759943019214
mu_Apun,0.3984838962382967,patient,-0.6026546538557347,-0.062021786764465195,0.15306060509007932
mu_Apun,0.06784087455010836,control,-0.44493301776876787,-0.0709270233671892,0.043891759943019214
mu_Apun,0.33497547078805556,patient,-0.44493301776876787,-0.0709270233671892,0.08479807512153277
mu_Apun,0.06784087455010836,control,-0.6026546538557347,-0.062021786764465195,0.043891759943019214
mu_Apun,0.3984838962382967,patient,-0.6026546538557347,-0.062021786764465195,0.15306060509007932
mu_Apun,0.1805776359018678,control,-0.4425286048489596,0.379687330486284,0.24822972850391276
mu_Apun,0.33497547078805556,patient,-0.4425286048489596,0.379687330486284,0.08479807512153277
