mu_xi,mu_ep,mu_b,mu_pi,mu_rho
0.01213353324385753,0.5455225177521957,0.9903024131387288,0.5969913138966199,0.13307996719768558
0.0010675219229946743,0.42695016633367705,-7.405189706531098,0.394188915927908,0.7570359584984651
0.012831217968124075,0.8444997764517457,-1.8838524502680933,-1.9856922212787265,0.33154979284995845
0.020467642879053574,0.6820373725048359,-4.264878983638877,-0.2802485409894177,0.20084048556454429
0.003056923626742673,0.4359046450945446,-2.1198347630280314,0.19891217594362967,0.11102011352378198
0.0007038671864652281,0.5982223015002744,-7.0994677812155205,-0.4215744691767033,0.5988835372554604
0.004894055916901709,0.47784069822161607,-5.768083031967332,0.3452180423494788,0.1820953982471351
0.01351771123618447,0.9468268732798357,-4.65111600681744,-0.08967834863987434,0.2895317024563172
0.004131675232750436,0.6046794615394617,-2.528253421201707,-1.0214014026531226,0.21251874552511124
0.006861032903081167,0.5388852870216834,-2.479857115023058,-1.0250077836701759,0.18044355394372324
0.014188601589806357,0.5775039423889309,-5.835381794304078,2.246694265022725,0.4133773377178521
0.013089453596842415,0.8191169222215995,-4.249395097266641,0.18701456001441222,0.39322462642910044
0.0026881405811550524,0.6424999864982762,-5.095852115264169,-1.4701270481705102,0.223375895478995
0.09239762380837338,0.7562858243685647,-3.349092294639528,0.40718920969605765,0.4856381888558959
0.012452438681686327,0.5950881031159331,-3.0473696465492224,-0.3712313967528245,0.23677793004238046
0.012074227395370101,0.5098684309916863,-4.9956068001000835,0.9262404595396859,0.44667354638593837
0.04439327118581156,0.7501784623194172,-0.137902142043799,1.013674644013511,0.4966601821096309
0.024273847475015122,0.43032142869822415,-8.500630643400912,-0.9205045259890214,0.2142323123255323
0.009927183203108774,0.7113443311196345,-2.450997541954625,-0.03717615800607666,0.1895008926103507
0.04336439942028212,0.5370075571900234,-6.725456235454345,1.6877656999247677,0.33382476420458246
0.023621107434048504,0.7718089766960725,-0.585788610429713,0.6816338906341031,0.5453208264805091
0.024273847475015122,0.43032142869822415,-8.500630643400912,-0.9205045259890214,0.2142323123255323
0.015248110478916882,0.538338634874091,3.0040539650700984,-0.6976670772843695,1.6903661713760956
0.04181195243536265,0.5447735626622835,-6.893978696639575,1.6841112788026629,0.3157112776174738
0.027289706897811263,0.261291033732518,-1.2202330732320399,-2.390440584987704,0.5264650275141314
0.009878600929326388,0.6990087342397727,-2.677672777036664,1.1313679579208016,0.3603102018743229
0.01955361565959053,0.3869963010441709,1.1995817771392872,-0.07840557118494845,1.1722219133466776
0.059455510950624985,0.5892951486811406,-4.428958012287374,2.0398499577641376,0.3016560162409033
0.01911895342490222,0.8568702252478004,-6.8503941643024735,1.932805281682957,0.13178898600854325
0.010332059449856565,0.8312985127396695,-6.264932331241431,1.0996340746124882,0.23180245054634205
0.020733054756777645,0.628177251226895,6.594694118153829,-0.7841341583624397,0.7417457803011108
0.006322968938619153,0.45104705243171467,-3.169011245809761,-1.0394336898526826,0.6233849795999943
0.007098405688719852,0.7878038203184168,-8.845641129077238,0.9168412534875421,0.15021273835343302
0.009045975200848487,0.9450465549283982,-8.447824567013507,0.3912706965242823,0.3046460764124533
0.004932305517708474,0.7302780297611322,-3.7708106961901393,-0.18582094002326846,0.216853092171127
0.010402070426323322,0.922803684921259,-1.0490512791689266,-2.093251956808854,0.47855100387022304
0.017704333780304966,0.3471390345129605,-12.293103224840428,0.1265545603377574,0.43218114747142633
0.010156815134246872,0.8736011341105079,-5.9250343570724935,-1.2137087308081935,0.34120340374307206
0.034614362730552885,0.5868300295434987,-6.834997966547831,0.5675229078631763,0.12615007509158974
0.004003368610327815,0.8659964885470846,-2.9735494638342295,0.45547424500396105,0.08687307345422973
