subjID	trial	cue	choice	outcome
0	0	4	0	-1
0	1	6	0	0
0	2	2	1	0
0	3	6	1	0
0	4	1	1	0
0	5	5	0	0
0	6	4	1	0
0	7	4	1	0
0	8	2	1	0
0	9	2	1	0
0	10	6	1	0
0	11	7	1	0
0	12	2	0	-1
0	13	6	1	0
0	14	6	1	0
0	15	6	0	0
0	16	2	1	0
0	17	1	1	0
0	18	2	1	0
0	19	6	0	0
0	20	2	1	0
0	21	4	1	0
0	22	7	0	0
0	23	4	1	0
0	24	6	1	0
0	25	2	1	0
0	26	6	0	0
0	27	6	0	0
0	28	1	1	0
0	29	6	1	0
0	30	7	0	0
0	31	6	1	0
0	32	2	1	0
0	33	6	0	0
0	34	2	1	0
0	35	4	0	-1
0	36	6	0	0
0	37	2	0	-1
0	38	2	1	0
0	39	2	1	0
0	40	1	1	0
0	41	5	0	0
0	42	2	1	0
0	43	2	1	0
0	44	4	1	0
0	45	2	1	0
0	46	4	1	0
0	47	2	1	0
0	48	4	0	-1
0	49	6	0	0
0	50	2	1	0
0	51	4	0	-1
0	52	6	1	0
0	53	4	1	0
0	54	1	1	0
0	55	4	1	0
0	56	5	1	0
0	57	4	1	0
0	58	6	1	0
0	59	4	1	0
0	60	6	1	0
0	61	2	0	-1
0	62	2	1	0
0	63	6	0	0
0	64	4	1	0
0	65	2	1	0
0	66	6	1	0
0	67	3	1	0
0	68	6	0	0
0	69	6	1	0
0	70	6	0	0
0	71	4	1	0
0	72	6	0	0
0	73	3	1	0
0	74	2	1	0
0	75	6	0	0
0	76	4	1	0
0	77	7	0	0
0	78	5	1	0
0	79	4	1	0
0	80	2	1	0
0	81	7	0	0
0	82	4	1	0
0	83	4	1	0
0	84	4	1	0
0	85	2	1	0
0	86	6	0	0
0	87	4	1	0
0	88	1	1	0
0	89	4	1	0
0	90	3	0	0
0	91	4	0	-1
0	92	6	1	0
0	93	3	0	0
0	94	6	0	0
0	95	4	1	0
0	96	1	1	0
0	97	6	1	0
0	98	6	1	0
0	99	7	1	0
0	100	2	1	0
0	101	2	1	0
0	102	6	0	0
0	103	6	0	0
0	104	2	1	0
0	105	6	0	0
0	106	6	1	0
0	107	6	0	0
0	108	6	1	0
0	109	2	0	-1
0	110	1	1	0
0	111	1	1	0
0	112	1	0	0
0	113	2	1	0
0	114	6	1	0
0	115	4	1	0
0	116	4	0	-1
0	117	6	0	0
0	118	2	1	0
0	119	2	1	0
0	120	4	1	0
0	121	7	1	0
0	122	4	1	0
0	123	1	1	0
0	124	6	0	0
0	125	2	1	0
0	126	6	1	0
0	127	4	1	0
0	128	6	1	0
0	129	6	0	0
0	130	4	1	0
0	131	2	1	0
0	132	2	0	-1
0	133	2	1	0
0	134	1	1	0
0	135	2	1	0
0	136	2	1	0
0	137	6	0	0
0	138	4	1	0
0	139	1	1	0
0	140	2	1	0
0	141	7	0	0
0	142	4	1	0
0	143	2	1	0
0	144	2	1	0
0	145	6	1	0
0	146	2	1	0
0	147	4	1	0
0	148	7	1	0
0	149	6	0	0
0	150	2	0	-1
0	151	4	1	0
0	152	4	1	0
0	153	6	1	0
0	154	2	1	0
0	155	1	0	0
0	156	2	1	0
0	157	4	1	0
0	158	4	1	0
0	159	4	1	0
0	160	3	1	0
0	161	7	0	0
0	162	4	1	0
0	163	4	1	0
0	164	4	1	0
0	165	6	0	0
0	166	5	0	0
0	167	2	1	0
0	168	2	1	0
0	169	4	1	0
0	170	4	1	0
0	171	2	1	0
0	172	6	0	0
0	173	2	1	0
0	174	2	1	0
0	175	6	0	0
0	176	2	1	0
0	177	5	0	0
0	178	4	1	0
0	179	6	1	0
0	180	2	1	0
0	181	2	1	0
0	182	6	0	0
0	183	6	0	0
0	184	6	1	0
0	185	6	0	0
0	186	1	0	0
0	187	2	1	0
0	188	4	1	0
0	189	7	1	0
0	190	7	0	0
0	191	4	1	0
0	192	6	0	0
0	193	5	1	0
0	194	4	0	-1
0	195	4	1	0
0	196	4	1	0
0	197	4	1	0
0	198	6	0	0
0	199	6	0	0
0	200	4	1	0
0	201	7	0	0
0	202	2	1	0
0	203	2	0	-1
0	204	2	1	0
0	205	4	1	0
0	206	1	0	0
0	207	6	0	0
0	208	6	0	0
0	209	1	1	0
0	210	2	1	0
0	211	3	1	0
0	212	2	1	0
0	213	6	0	0
0	214	3	1	0
0	215	6	0	0
0	216	4	0	-1
0	217	6	0	0
0	218	6	0	0
0	219	6	0	0
0	220	4	1	0
0	221	4	1	0
0	222	6	0	0
0	223	2	1	0
0	224	4	1	0
0	225	4	1	0
0	226	1	1	0
0	227	4	1	0
0	228	4	1	0
0	229	6	0	0
0	230	2	1	0
0	231	6	1	0
0	232	4	1	0
0	233	2	1	0
0	234	6	0	0
0	235	4	1	0
0	236	2	1	0
0	237	4	1	0
0	238	5	1	0
0	239	6	0	0
1	0	4	0	-1
1	1	6	1	0
1	2	4	0	-1
1	3	2	1	0
1	4	4	1	0
1	5	6	1	0
1	6	6	0	0
1	7	6	1	0
1	8	6	0	0
1	9	2	1	0
1	10	2	0	-1
1	11	2	1	0
1	12	2	1	0
1	13	2	0	-1
1	14	4	1	0
1	15	4	1	0
1	16	6	0	0
1	17	2	1	0
1	18	6	1	0
1	19	2	1	0
1	20	4	1	0
1	21	3	1	0
1	22	2	1	0
1	23	2	1	0
1	24	5	1	0
1	25	4	1	0
1	26	4	1	0
1	27	2	1	0
1	28	4	1	0
1	29	7	1	0
1	30	6	1	0
1	31	4	0	-1
1	32	7	1	0
1	33	6	1	0
1	34	4	1	0
1	35	1	1	0
1	36	2	1	0
1	37	2	1	0
1	38	4	1	0
1	39	4	1	0
1	40	7	1	0
1	41	2	1	0
1	42	7	1	0
1	43	6	1	0
1	44	6	1	0
1	45	5	1	0
1	46	5	1	0
1	47	4	1	0
1	48	1	1	0
1	49	3	1	0
1	50	4	1	0
1	51	6	0	0
1	52	4	1	0
1	53	4	0	-1
1	54	2	1	0
1	55	1	1	0
1	56	6	0	0
1	57	3	1	0
1	58	7	1	0
1	59	2	1	0
1	60	3	1	0
1	61	4	1	0
1	62	6	1	0
1	63	4	1	0
1	64	2	1	0
1	65	2	1	0
1	66	4	1	0
1	67	5	1	0
1	68	6	1	0
1	69	2	1	0
1	70	1	1	0
1	71	4	1	0
1	72	6	1	0
1	73	1	1	0
1	74	5	1	0
1	75	6	0	0
1	76	4	1	0
1	77	6	1	0
1	78	5	1	0
1	79	1	1	0
1	80	4	1	0
1	81	6	1	0
1	82	6	0	0
1	83	5	1	0
1	84	5	1	0
1	85	4	1	0
1	86	2	1	0
1	87	4	1	0
1	88	5	1	0
1	89	3	1	0
1	90	6	0	0
1	91	2	1	0
1	92	6	0	0
1	93	2	1	0
1	94	6	1	0
1	95	4	1	0
1	96	6	1	0
1	97	3	1	0
1	98	2	1	0
1	99	6	0	0
1	100	2	1	0
1	101	6	0	0
1	102	6	1	0
1	103	2	1	0
1	104	2	1	0
1	105	2	1	0
1	106	2	1	0
1	107	4	1	0
1	108	1	1	0
1	109	2	1	0
1	110	5	1	0
1	111	6	1	0
1	112	2	1	0
1	113	2	1	0
1	114	2	1	0
1	115	6	1	0
1	116	6	0	0
1	117	4	1	0
1	118	2	1	0
1	119	6	1	0
1	120	4	1	0
1	121	6	0	0
1	122	6	0	0
1	123	4	1	0
1	124	2	1	0
1	125	7	0	0
1	126	2	0	-1
1	127	2	1	0
1	128	4	1	0
1	129	4	1	0
1	130	2	1	0
1	131	6	1	0
1	132	2	1	0
1	133	5	1	0
1	134	6	0	0
1	135	2	1	0
1	136	4	1	0
1	137	6	0	0
